"ID","TERM","DATE_TAKEN","HOURS","HOURS_ATTEMPTED","GRADE_CODE","COURSE_ID","TITLE"
4897,"2015/SP",2015-01-05,3,3,"A","ENG*101","ENGLISH COMPOSITION"
4897,"2015/SP",2015-03-02,3,3,"C","HIS*335","UNITED STATES CIVIL WAR"
9312,"2015/SP",2015-01-05,3,3,"B","ENG*202","BUSINESS WRITING"
1182,"2015/SP",2015-01-05,1,1,"P","INL*102","INFORMATION LITERACY"
8174,"2015/SP",2015-01-05,3,3,"C","CYS*560","INFORMATION ASSURANCE"
5769,"2015/SU",2015-05-04,3,3,"B","SOC*101","INTRODUCTION TO SOCIOLOGY"
5769,"2015/SU",2015-06-29,0,1,"F","INL*102","INFORMATION LITERACY"
5769,"2015/SP",2015-01-13,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
5769,"2015/SU",2015-06-29,3,3,"C","HSC*106","ANATOMY AND PHYSIOLOGY II (NON LAB)"
5769,"2015/SP",2015-01-05,3,3,"C","BIO*212","MICROBIOLOGY"
5769,"2016/SP",2016-01-04,1,1,"P","INL*102","INFORMATION LITERACY"
4596,"2015/FA",2015-08-24,3,3,"B","BUS*511","STRATEGY AND POLICY"
4596,"2015/SU",2015-05-04,3,3,"B","BUS*517","EMPLOYEE STAFFING AND DEVELOPMENT"
4596,"2015/SP",2015-03-02,3,3,"A","BUS*520","OPERATIONS MANAGEMENT"
4596,"2015/SU",2015-06-29,3,3,"A","BUS*512","COMPENSATION AND BENEFITS"
4596,"2015/SP",2015-01-05,3,3,"A","BUS*515","LABOR RELATIONS AND CONFLICT RESOLUTION"
4596,"2015/SP",2015-01-05,3,3,"B","BUS*503","QUANTITATIVE ANALYSIS"
7144,"2015/SU",2015-05-05,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
1024,"2016/SU",2016-06-23,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
4950,"2016/SP",2016-01-04,3,3,"C","HSC*312","ETHICS OF HEALTH CARE"
5195,"2016/SU",2016-05-02,3,3,"A","BUS*530","PROJECT MANAGEMENT PRINCIPLES AND APPLICATION"
5195,"2016/SU",2016-05-02,3,3,"A","BUS*517","EMPLOYEE STAFFING AND DEVELOPMENT"
5195,"2016/SP",2016-01-04,3,3,"A","BUS*504","HUMAN RESOURCE MANAGEMENT"
5195,"2016/SP",2016-02-29,3,3,"A","BUS*523","BUSINESS ETHICS FOR MANAGERS"
94,"2015/SU",2015-05-04,3,3,"A","LA*498M","LIBERAL ARTS CAPSTONE, MILITARY FOCUS"
94,"2016/SU",2016-05-02,3,3,"B","BUS*503","QUANTITATIVE ANALYSIS"
643,"2015/FA",2015-10-19,3,3,"C","NUR*212","HEALTH DIFFERENCES ACROSS THE LIFESPAN 2"
643,"2015/SP",2015-01-05,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
643,"2015/SU",2015-05-04,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
643,"2015/FA",2015-10-19,3,3,"C","NUR*209","REPRODUCTIVE HEALTH"
643,"2015/SU",2015-05-04,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
7194,"2015/SU",2015-06-29,1,1,"P","INL*102","INFORMATION LITERACY"
7194,"2015/SP",2015-04-21,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
959,"2015/SU",2015-07-16,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
959,"2015/FA",2015-08-24,3,3,"A","NS*115","INTRODUCTION TO ASTRONOMY"
959,"2015/FA",2015-08-24,3,3,"A","PSY*330","EDUCATIONAL PSYCHOLOGY"
7042,"2015/SU",2015-05-04,3,3,"A","BIO*212","MICROBIOLOGY"
7042,"2016/SP",2016-02-29,0,3,"AW","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
7042,"2016/SP",2016-01-04,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
7042,"2015/SU",2015-05-04,1,1,"P","INL*102","INFORMATION LITERACY"
7042,"2015/SP",2015-04-12,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
7019,"2015/FA",2015-10-19,0,3,"W","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
2209,"2015/FA",2015-08-24,3,3,"A","BUS*435","INTERNATIONAL BUSINESS"
2209,"2016/SU",2016-05-02,3,3,"A","BUS*351","MARKETING CONCEPTS AND APPLICATION"
2209,"2016/SP",2016-02-29,3,3,"A","BUS*350","PRINCIPLES OF FINANCE"
2209,"2016/SP",2016-01-04,3,3,"B","ACC*211","FINANCIAL ACCOUNTING"
2209,"2015/FA",2015-10-19,3,3,"A","BUS*341","MANAGEMENT CONCEPTS AND APPLICATIONS"
940,"2015/SU",2015-05-04,3,3,"A","BUS*290","INTEGRATED BUSINESS AND MANAGEMENT ASSESSMENT AASB"
5240,"2015/FA",2015-12-15,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
8041,"2015/SP",2015-04-01,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
8819,"2015/SP",2015-01-05,3,3,"B","MLS*673","MINDSETS: CROSS-CULTURAL UNDERSTANDING"
8819,"2016/SP",2016-01-04,3,3,"A","MLS*662","ETHICS IN A CHANGING WORLD"
8819,"2015/FA",2015-10-19,3,3,"C","MLS*667","CULTURAL DIVERSITY IN THE WORKPLACE"
8819,"2016/SP",2016-02-29,3,3,"A","MLS*694","THEORIES OF CONFLICT AND CONFLICT RESOLUTION"
8819,"2015/SU",2015-05-04,3,3,"B","MLS*624","CLASSICAL LEGACIES"
8819,"2015/FA",2015-08-24,3,3,"B","MLS*682","SOCIAL ISSUES IN ORGANIZATIONS AND EDUCATION"
8819,"2015/SU",2015-06-29,3,3,"B","MLS*632","CAPITALISM AND ITS IMPACT"
8819,"2015/SP",2015-03-02,3,3,"B","MLS*623","THE SEARCH FOR MEANING AND IDENTITY IN THE CONTEMPORARY WORLD"
8819,"2016/SU",2016-05-02,3,3,"B","MLS*697","METHODOLOGY"
5826,"2015/SP",2015-01-05,3,3,"B","HSC*312","ETHICS OF HEALTH CARE"
4282,"2016/SP",2016-01-04,3,3,"B","SOC*101","INTRODUCTION TO SOCIOLOGY"
4282,"2016/SP",2016-02-29,3,3,"C","PSY*235","LIFESPAN DEVELOPMENTAL PSYCHOLOGY"
9987,"2016/SP",2016-01-04,0,3,"AW","BUS*311","ORGANIZATIONAL BEHAVIOR"
9987,"2016/SP",2016-01-04,0,3,"AW","BUS*323","BUSINESS ETHICS"
9987,"2016/SP",2016-01-04,0,1,"F","INL*102","INFORMATION LITERACY"
9987,"2016/SP",2016-01-04,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
5774,"2015/SU",2015-05-04,0,3,"F","MAT*116","PRECALCULUS ALGEBRA"
5774,"2015/SU",2015-06-27,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
5774,"2015/SU",2015-05-04,1,1,"P","INL*102","INFORMATION LITERACY"
5774,"2015/FA",2015-08-24,0,3,"W","ACC*417","INDIVIDUAL AND CORPORATE TAXATION"
5774,"2015/FA",2015-08-24,0,3,"W","ACC*360","COST ACCOUNTING"
3042,"2015/SP",2015-01-05,3,3,"B","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
3042,"2015/SP",2015-03-02,3,3,"B","NUR*209","REPRODUCTIVE HEALTH"
736,"2016/SP",2016-02-23,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
736,"2016/SP",2016-02-29,3,3,"A","MIL*301","GREAT MILITARY LEADERS"
9531,"2015/FA",2015-08-20,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
6103,"2015/FA",2015-10-19,3,3,"C","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
6103,"2016/SP",2016-02-29,3,3,"B","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
6103,"2016/SU",2016-05-02,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
6103,"2015/SU",2015-05-26,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
6103,"2016/SP",2016-01-04,3,3,"C","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
6103,"2015/SU",2015-06-29,1,1,"P","INL*102","INFORMATION LITERACY"
8723,"2016/SP",2016-01-04,3,3,"A","MAT*105","ESSENTIAL ALGEBRA AND STATISTICS"
8723,"2015/FA",2015-08-24,3,3,"C","ENG*102","COMPOSITION II"
8723,"2015/SU",2015-06-29,3,3,"A","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
8723,"2016/SP",2016-02-29,3,3,"B","LA*498","LIBERAL ARTS CAPSTONE"
5300,"2015/SP",2015-01-05,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
5300,"2015/FA",2015-08-24,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
5300,"2015/SU",2015-06-29,3,3,"B","NUR*209","REPRODUCTIVE HEALTH"
5300,"2015/FA",2015-10-19,3,3,"C","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
5300,"2015/SU",2015-05-04,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
5300,"2016/SP",2016-01-04,3,3,"B","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
5300,"2015/SP",2015-03-02,3,3,"B","NUR*212","HEALTH DIFFERENCES ACROSS THE LIFESPAN 2"
6615,"2015/SP",2015-01-05,3,3,"A","HUM*300","ETHICS"
6615,"2015/SP",2015-01-05,3,3,"B","TECH*230","TECHNOLOGY AND SOCIETY"
2232,"2015/FA",2015-08-24,3,3,"A","BUS*311","ORGANIZATIONAL BEHAVIOR"
2232,"2015/SP",2015-01-05,0,3,"W","NUC*330","REACTOR CORE FUNDAMENTALS"
2232,"2015/FA",2015-08-24,3,3,"A","NUC*330","REACTOR CORE FUNDAMENTALS"
2232,"2015/FA",2015-08-24,3,3,"A","NUC*495","INTEGRATED TECHNOLOGY ASSESSMENT BNX"
4619,"2015/SU",2015-05-04,3,3,"B","MCJ*651","OVERVIEW OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT"
120,"2015/SU",2015-06-29,3,3,"B","NUR*212","HEALTH DIFFERENCES ACROSS THE LIFESPAN 2"
120,"2015/FA",2015-08-24,3,3,"B","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
9555,"2015/FA",2015-10-19,3,3,"A","COMM*320","COMMUNICATION AND DIVERSITY"
9555,"2016/SP",2016-01-04,3,3,"A","SOC*101","INTRODUCTION TO SOCIOLOGY"
9555,"2015/SU",2015-06-29,3,3,"B","COMM*335","ETHICS IN COMMUNICATION"
9555,"2015/FA",2015-08-11,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
9555,"2016/SP",2016-02-29,3,3,"A","POL*350","BEYOND WAR AND PEACE, INTERNATIONAL RELATIONS"
9555,"2015/FA",2015-10-19,3,3,"A","COMM*324","CONFLICT MANAGEMENT"
9555,"2016/SP",2016-02-29,3,3,"A","LA*498M","LIBERAL ARTS CAPSTONE, MILITARY FOCUS"
9555,"2015/SU",2015-06-29,3,3,"C","ENG*202","BUSINESS WRITING"
5853,"2016/SP",2016-01-04,3,3,"A","PHYS*203","PHYSICS II "
5853,"2015/SP",2015-01-05,3,3,"A","PHYS*201","PHYSICS I"
5853,"2015/SP",2015-01-05,1,1,"B","PHYS*202","PHYSICS I LABORATORY"
5068,"2015/FA",2015-10-02,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
8724,"2015/FA",2015-10-19,1,1,"P","INL*102","INFORMATION LITERACY"
8724,"2015/FA",2015-10-19,3,3,"B","HIS*101","UNITED STATES HISTORY I"
8724,"2015/SP",2015-03-02,0,1,"F","INL*102","INFORMATION LITERACY"
8724,"2015/SP",2015-03-02,3,3,"B","NS*110","SCIENCE IN TODAY'S WORLD"
48,"2016/SP",2016-02-29,3,3,"A","BUS*517","EMPLOYEE STAFFING AND DEVELOPMENT"
3396,"2015/SP",2015-01-05,1,1,"P","INL*102","INFORMATION LITERACY"
3396,"2015/SP",2015-03-02,3,3,"A","BIO*212","MICROBIOLOGY"
3396,"2016/SU",2016-05-02,3,3,"B","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
3396,"2015/SP",2015-03-16,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
3396,"2016/SU",2016-05-02,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
3396,"2015/SP",2015-03-02,3,3,"A","PSY*235","LIFESPAN DEVELOPMENTAL PSYCHOLOGY"
1918,"2015/SU",2015-05-04,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
1918,"2015/SP",2015-03-02,3,3,"A","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
1918,"2015/SP",2015-01-05,3,3,"B","BIO*212","MICROBIOLOGY"
1918,"2015/FA",2015-08-24,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
1918,"2015/FA",2015-10-19,3,3,"C","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
1918,"2016/SU",2016-05-02,3,3,"B","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
1918,"2015/SU",2015-06-29,3,3,"C","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
1918,"2016/SP",2016-01-04,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
1129,"2015/SP",2015-01-05,3,3,"B","ENG*315","ZOMBIES IN LITERATURE AND POPULAR CULTURE"
1129,"2015/SU",2015-05-04,3,3,"D","CJ*450","COUNTERTERRORISM"
1129,"2015/SU",2015-06-29,3,3,"A","LA*498","LIBERAL ARTS CAPSTONE"
1129,"2015/SU",2015-06-29,3,3,"A","CJ*352","DOMESTIC TERRORISM"
1129,"2015/SP",2015-01-05,3,3,"A","ART*101","HISTORY OF WESTERN ART: ANCIENT THROUGH THE 14TH CENTURY"
1129,"2015/SP",2015-03-02,3,3,"A","ENG*320","VAMPIRES IN LITERATURE AND FILM"
1129,"2015/SU",2015-05-04,3,3,"A","CJ*350","INTERNATIONAL TERRORISM"
1129,"2015/SP",2015-03-02,3,3,"A","CJ*125","INTRODUCTION TO HOMELAND SECURITY"
7037,"2015/SP",2015-01-05,0,1,"F","INL*102","INFORMATION LITERACY"
7037,"2015/SP",2015-03-02,0,3,"AW","BIO*212","MICROBIOLOGY"
7037,"2015/SP",2015-01-05,0,3,"AW","SOC*101","INTRODUCTION TO SOCIOLOGY"
7473,"2015/SP",2015-01-05,3,3,"C","BUS*495","BUSINESS STRATEGY"
7473,"2015/SP",2015-01-05,3,3,"B","BUS*343","INTERNATIONAL MARKETING"
3788,"2015/SP",2015-03-02,1,1,"P","INL*102","INFORMATION LITERACY"
3788,"2016/SP",2016-02-29,3,3,"B","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
3788,"2015/FA",2015-08-24,3,3,"A","BIO*212","MICROBIOLOGY"
3788,"2016/SU",2016-05-02,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
3788,"2016/SP",2016-01-04,3,3,"B","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
1381,"2016/SP",2016-01-04,3,3,"B","MAT*116","PRECALCULUS ALGEBRA"
1381,"2015/SU",2015-05-04,3,3,"A","TECH*290","INTEGRATED TECHNOLOGY ASSESSMENT AAST"
1381,"2015/SP",2015-03-02,3,3,"A","PSY*101","INTRODUCTION TO PSYCHOLOGY I"
954,"2015/SU",2015-05-04,3,3,"A","MLS*693","SOCIAL JUSTICE AND SOCIETAL OPPRESSION"
954,"2015/FA",2015-08-24,3,3,"A","MLS*798","THE M.A. CAPSTONE"
954,"2015/SP",2015-01-05,3,3,"C","MLS*682","SOCIAL ISSUES IN ORGANIZATIONS AND EDUCATION"
954,"2015/SU",2015-06-29,3,3,"C","MLS*697","METHODOLOGY"
954,"2015/SP",2015-03-02,3,3,"B","MLS*684","ETHICS, MEDIA, THE ARTS AND SOCIETY"
8310,"2015/SU",2015-05-04,3,3,"A","NUR*430","RESEARCH IN NURSING"
8310,"2015/SP",2015-01-05,4,4,"A","NUR*342","HOLISTIC HEALTH CARE ACROSS THE LIFESPAN"
8310,"2015/SP",2015-01-05,3,3,"B","MAT*215","STATISTICS FOR HEALTH CARE PROFESSIONALS"
8310,"2015/FA",2015-08-24,4,4,"A","NUR*462","NURSING CAPSTONE"
8310,"2015/SU",2015-05-04,4,4,"A","NUR*456","LEADERSHIP AND MANAGEMENT IN NURSING"
1552,"2015/SP",2015-01-05,1,1,"B","NUC*211","RADIATION MEASUREMENT LAB"
1552,"2015/SP",2015-03-02,3,3,"B","TECH*330","ECONOMIC ANALYSIS FOR TECHNOLOGISTS"
1552,"2015/SP",2015-01-05,3,3,"B","HUM*300","ETHICS"
1552,"2015/SP",2015-03-02,3,3,"A","TECH*233","ELECTRICAL POWER DISTRIBUTION"
1552,"2015/SP",2015-01-05,3,3,"B","NUC*210","HEALTH PHYSICS AND RADIATION PROTECTION"
1552,"2015/FA",2015-10-19,3,3,"B","NUC*250","INTRODUCTION TO HEAT TRANSFER AND FLUID MECHANICS"
3464,"2016/SP",2016-02-29,3,3,"B","LA*298","ASSOCIATE DEGREE CAPSTONE"
7809,"2015/SP",2015-01-05,3,3,"A","BUS*221","BUSINESS COMMUNICATION AND INFORMATION SYSTEMS"
7809,"2015/SU",2015-06-29,3,3,"A","NUC*330","REACTOR CORE FUNDAMENTALS"
7809,"2015/SU",2015-05-04,3,3,"A","BUS*430","QUANTITATIVE METHODS"
7809,"2015/FA",2015-08-24,3,3,"B","NUC*495","INTEGRATED TECHNOLOGY ASSESSMENT BNX"
7809,"2015/FA",2015-12-29,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
7809,"2016/SP",2016-01-04,3,3,"A","BUS*501","BUSINESS COMMUNICATIONS"
7809,"2015/SP",2015-03-02,3,3,"A","MAT*201","STATISTICS"
7809,"2016/SP",2016-02-29,3,3,"A","BUS*502","GLOBAL BUSINESS ENVIRONMENT"
3682,"2015/SP",2015-03-02,3,3,"B","IT*422","ADVANCED NETWORKING"
3682,"2015/SU",2015-05-04,3,3,"A","IT*424","NETWORK OPERATING SYSTEMS"
3682,"2015/SU",2015-05-04,3,3,"A","IT*495","INTEGRATED TECHNOLOGY ASSESSMENT BIX"
3682,"2015/SP",2015-01-05,3,3,"A","IT*430","NETWORK SYSTEM DESIGN AND MANAGEMENT "
3682,"2015/SP",2015-01-05,3,3,"A","IT*418","SOFTWARE SYSTEMS ANALYSIS AND DESIGN"
4473,"2015/SP",2015-03-02,1,1,"P","INL*102","INFORMATION LITERACY"
8983,"2015/SP",2015-03-02,3,3,"A","BUS*511","STRATEGY AND POLICY"
7779,"2015/FA",2015-08-24,3,3,"A","HSC*105","ANATOMY AND PHYSIOLOGY I (NON LAB)"
5697,"2015/FA",2015-08-24,3,3,"A","HIS*102","UNITED STATES HISTORY II"
5697,"2015/SP",2015-01-05,3,3,"A","BUS*323","BUSINESS ETHICS"
5697,"2015/SP",2015-03-02,3,3,"B","TECH*205","DISCRETE STRUCTURES"
1522,"2015/SU",2015-05-04,3,3,"B","ENG*101","ENGLISH COMPOSITION"
1522,"2015/FA",2015-08-24,1,1,"B","CHE*101L","GENERAL CHEMISTRY LABORATORY I "
1522,"2015/FA",2015-08-24,3,3,"B","NUC*320","MATERIALS"
1522,"2015/SU",2015-05-04,3,3,"A","PHYS*203","PHYSICS II "
1522,"2016/SP",2016-01-04,3,3,"A","ENG*102","COMPOSITION II"
1522,"2016/SU",2016-05-02,3,3,"C","NUC*495","INTEGRATED TECHNOLOGY ASSESSMENT BNX"
1522,"2016/SU",2016-05-02,1,1,"A","BIO*111","BIOLOGY LABORATORY "
1522,"2015/FA",2015-08-24,1,1,"A","PHYS*202","PHYSICS I LABORATORY"
1522,"2015/SU",2015-06-29,4,4,"B","TECH*202","FOUNDATIONS OF TECHNOLOGY PROBLEM SOLVING II"
1522,"2016/SP",2016-02-29,3,3,"A","NUC*325","NUCLEAR MATERIALS"
2454,"2015/SP",2015-01-05,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
2454,"2016/SP",2016-01-04,3,3,"C","COMM*210","INTERPERSONAL COMMUNICATION"
4572,"2015/SP",2015-01-05,3,3,"A","BUS*490","INTEGRATED BUSINESS AND MANAGEMENT ASSESSMENT  BPB"
7920,"2015/SP",2015-01-05,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
7920,"2015/SP",2015-03-02,0,3,"W","ENG*252","MYTHOLOGY"
9522,"2015/FA",2015-10-19,3,3,"B","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
9522,"2015/SP",2015-01-05,3,3,"B","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
9522,"2016/SP",2016-01-04,3,3,"B","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
9522,"2015/SP",2015-03-02,3,3,"B","NUR*209","REPRODUCTIVE HEALTH"
9522,"2015/FA",2015-08-24,3,3,"B","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
4602,"2015/SU",2015-05-04,3,3,"B","ACC*212","MANAGERIAL ACCOUNTING"
6582,"2016/SU",2016-05-02,1,1,"P","INL*102","INFORMATION LITERACY"
6582,"2015/SU",2015-07-15,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
6582,"2015/FA",2015-10-19,0,1,"F","INL*102","INFORMATION LITERACY"
7278,"2015/SP",2015-01-05,3,3,"A","LA*498","LIBERAL ARTS CAPSTONE"
7278,"2015/SP",2015-01-05,3,3,"A","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
938,"2015/SU",2015-06-29,3,3,"C","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
938,"2016/SP",2016-01-04,3,3,"D","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
938,"2015/SU",2015-05-04,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
6565,"2016/SP",2016-01-04,3,3,"C","NUR*211","HEALTH DIFFERENCES ACROSS THE LIFESPAN 1"
6565,"2016/SP",2016-02-29,3,3,"C","NUR*209","REPRODUCTIVE HEALTH"
6565,"2015/FA",2015-10-19,3,3,"C","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
6565,"2016/SU",2016-05-02,3,3,"C","NUR*213","HEALTH DIFFERENCES ACROSS THE LIFE SPAN 3"
6565,"2015/SP",2015-01-05,3,3,"A","SOC*240","ADDICTIONS IN AMERICA"
6565,"2015/FA",2015-08-24,3,3,"C","NUR*109","FOUNDATIONS IN NURSING PRACTICE"
6565,"2015/SU",2015-05-04,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
6565,"2015/SU",2015-06-29,3,3,"C","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
2831,"2016/SP",2016-01-04,4,4,"B","NUR*462","NURSING CAPSTONE"
2831,"2015/SP",2015-01-05,4,4,"B","NUR*342","HOLISTIC HEALTH CARE ACROSS THE LIFESPAN"
2831,"2015/SP",2015-01-05,4,4,"B","NUR*448","COMMUNITY HEALTH NURSING: CARING FOR THE PUBLIC'S HEALTH"
3311,"2015/SU",2015-05-04,3,3,"A","BUS*290","INTEGRATED BUSINESS AND MANAGEMENT ASSESSMENT AASB"
3311,"2015/SP",2015-01-05,3,3,"B","SOC*101","INTRODUCTION TO SOCIOLOGY"
3311,"2015/SP",2015-03-02,3,3,"B","NS*110","SCIENCE IN TODAY'S WORLD"
1508,"2015/SP",2015-03-02,1,1,"P","INL*102","INFORMATION LITERACY"
6226,"2016/SP",2016-01-04,1,1,"P","INL*102","INFORMATION LITERACY"
6226,"2016/SP",2016-01-22,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
9572,"2015/SU",2015-05-04,0,3,"AW","CCS*112","SUCCESS STRATEGIES FOR MILITARY AND VETERANS"
9572,"2015/SU",2015-05-04,0,3,"AW","ENG*101","ENGLISH COMPOSITION"
9572,"2015/SU",2015-05-04,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
9572,"2015/SU",2015-05-04,0,3,"F","ENG*252","MYTHOLOGY"
1449,"2016/SP",2016-02-29,3,3,"C","NUR*209","REPRODUCTIVE HEALTH"
5233,"2015/SP",2015-01-05,3,3,"B","MAT*118","TRIGONOMETRY"
5233,"2015/SP",2015-01-05,3,3,"A","NUC*270","REACTOR SAFETY AND DESIGN"
5233,"2015/FA",2015-10-19,3,3,"A","MAT*201","STATISTICS"
5233,"2016/SP",2016-01-04,4,4,"A","TECH*201","FOUNDATIONS OF TECHNOLOGY PROBLEM SOLVING I"
5233,"2015/FA",2015-10-19,3,3,"B","NUC*250","INTRODUCTION TO HEAT TRANSFER AND FLUID MECHANICS"
5233,"2016/SP",2016-01-04,3,3,"A","TECH*495","INTEGRATED TECHNOLOGY ASSESSMENT BST"
5743,"2015/FA",2015-10-19,3,3,"D","PSY*101","INTRODUCTION TO PSYCHOLOGY I"
5743,"2015/FA",2015-10-19,3,3,"A","BUS*299","BUSINESS AND MANAGEMENT CAPSTONE"
5743,"2015/SU",2015-06-29,1,1,"P","INL*102","INFORMATION LITERACY"
5743,"2015/FA",2015-08-21,0,0,"P","CCS*100","EC STUDENT EXPERIENCE"
5743,"2015/FA",2015-08-24,3,3,"A","ENG*101","ENGLISH COMPOSITION"
9820,"2015/SP",2015-01-05,0,3,"F","HIS*290","PIRATES ON THE HIGH SEAS"
492,"2015/SP",2015-03-02,3,3,"B","HUM*230","THE ETHICS OF FRIENDSHIP"
492,"2015/SP",2015-01-05,3,3,"A","MAT*101","MATHEMATICS FOR EVERYDAY LIFE"
492,"2015/SU",2015-05-04,3,3,"A","PSY*101","INTRODUCTION TO PSYCHOLOGY I"
492,"2015/SP",2015-01-05,3,3,"B","HUM*210","CULTURAL DIVERSITY"
492,"2015/FA",2015-08-24,3,3,"B","NUR*104","ESSENTIALS OF NURSING CARE: HEALTH SAFETY"
492,"2015/SU",2015-06-29,3,3,"C","NUR*108","TRANSITION TO THE PROFESSIONAL NURSE ROLE"
492,"2015/FA",2015-10-19,3,3,"B","NUR*105","ESSENTIALS OF NURSING CARE: HEALTH DIFFERENCES"
2100,"2015/SU",2015-05-04,3,3,"A","BUS*323","BUSINESS ETHICS"
2100,"2015/SU",2015-05-04,1,1,"A","PHYS*202","PHYSICS I LABORATORY"
2100,"2015/SP",2015-03-02,3,3,"A","MIL*230","UNITED STATES MILITARY HISTORY"
2100,"2015/SU",2015-05-04,3,3,"B","ENG*102","COMPOSITION II"
2100,"2015/FA",2015-08-24,1,1,"A","CHE*101L","GENERAL CHEMISTRY LABORATORY I "
2100,"2015/FA",2015-08-24,3,3,"A","IT*210","OBJECT ORIENTED PROGRAMMING"
2100,"2015/SP",2015-01-05,4,4,"A","TECH*202","FOUNDATIONS OF TECHNOLOGY PROBLEM SOLVING II"
2100,"2016/SP",2016-01-04,3,3,"A","NUC*320","MATERIALS"
2100,"2015/FA",2015-08-24,3,3,"B","ENG*201","WRITING FOR THE PROFESSIONS "
2100,"2015/SP",2015-01-05,3,3,"A","HIS*290","PIRATES ON THE HIGH SEAS"
2100,"2016/SU",2016-05-02,3,3,"A","NUC*495","INTEGRATED TECHNOLOGY ASSESSMENT BNX"
1471,"2016/SP",2016-02-29,3,3,"A","PBH*346","POST TRAUMATIC STRESS DISORDER: A GATHERING STORM"
